comment_id,target,opinion,sentiment,confidence
712505599,pool,attractive,POS,0.9918
706151171,price,fantastic,POS,1.0
706151171,location,fantastic,POS,1.0
684471197,hotel,Cheapish,POS,0.8911
684471197,pool,Nice,POS,0.7018
684471197,hotel,old,NEG,0.4034
684471197,sheets,dirty,NEG,0.4403
684471197,sheets,smelly,NEG,0.5234
684471197,air con,hideous,NEG,0.4968
684471197,lid,broken,NEG,0.7862
684471197,pillow,mould,NEG,0.5708
684471197,price,mould,NEG,0.7643
684471197,toilet,mould,NEG,0.5472
684471197,Balcony,mould,NEG,0.4782
684471197,Balcony,nice,POS,0.8458
684471197,hotel,nice,POS,0.6443
673476860,breakfast,fine,NEU,0.39
673476860,fridge,did not work,NEG,0.8982
673476860,bathroom,did not work,NEG,0.5542
673476860,bed,comfy,POS,0.9767
673476860,linen,clean,POS,0.6425
673476860,bathroom,didn ' t have any mould,NEG,0.9688
673476860,breakfast,average,NEU,0.991
673476860,breakfast,warm,POS,0.3707
673476860,gardens,little variety,NEG,0.361
673476860,pool,lovely,POS,0.9845
669958751,hotel,Wonderful,POS,0.9779
669958751,hotel,close to the shopping mall,POS,0.3977
669958751,restaurants,cozy,POS,0.7219
669958751,hotel,not expensive,POS,0.9559
669958751,room,beautiful,POS,0.9636
669958751,staff,friendly,POS,0.9953
669958751,staff,helpful,POS,0.963
669648489,place,crap,NEG,0.9089
669648489,Food,disgusting,NEG,0.8143
669648489,service,disgusting,NEG,0.6045
669648489,service,No,NEG,0.7945
669648489,Beds,not comfy,NEG,0.7276
669648489,staff,not comfy,NEG,0.4835
669648489,staff,need a good,NEG,0.3833
635037169,rooms,Reasonable,POS,0.976
635037169,terrace,nice,POS,0.9989
635037169,people,friendly,POS,0.9905
635037169,bed,good,POS,0.9704
635037169,Breakfast,basic,NEU,0.5666
635037169,airport,near,POS,0.6249
633372594,bathroom,awful,NEG,0.7026
633372594,Pool bar,not very well cleaned,NEG,0.8939
621611049,hotel,Cheap,POS,0.9955
621611049,hotel,cheerful,POS,0.9979
621611049,location,Great,POS,0.9515
621611049,Breakfast,ok,NEU,0.4185
592847041,prices,affordable,POS,0.9677
592847041,rooms,basic,NEG,0.3101
592847041,pool,good,POS,0.9861
592847041,location,Prime,POS,0.9618
586897331,hotel,good,POS,0.9999
586897331,Staff,nice,POS,0.9999
586897331,room,confortable,POS,1.0
586897331,room,clean,POS,0.8789
565250884,hotel,filtiest,POS,0.5477
565250884,hotel,Fungus,NEG,0.5905
565250884,hotel,mold,NEG,0.8029
565250884,manager,friendly,POS,0.9962
513902760,shower,bad pressure,NEG,0.4781
513902760,rooms,little degraded,NEG,0.3737
510846660,room,terrible,NEG,0.9989
510846660,bath room,terrible,NEG,0.9779
510846660,bath room,no,NEG,0.495
510846660,water,no,NEG,0.9314
510846660,bath room,slow,NEG,0.942
510846660,bath room,smell,NEG,0.9042
510846660,food,bad,NEG,0.9386
506099272,ambience,good,POS,0.9975
506099272,pool,great,POS,0.9981
506099272,Beach,few minutes walking distance,POS,0.6481
467123462,location,love,POS,0.9981
467123462,Food,ok,NEU,0.9964
467123462,air conditioning,leaking,NEG,0.9824
467123462,wifi,poor,NEG,0.9156
458419269,shower,no separate,NEG,0.6275
458419269,shower,no separate,NEG,0.4919
458419269,shower,one,NEG,0.6476
458419269,bathroom,wet,NEG,0.9133
458419269,beds,wet,NEG,0.6017
458419269,beds,Rockhard,POS,0.3966
458419269,breakfast,Sad,NEG,0.4258
440243057,hotels,worst,NEG,0.9999
440243057,cleanliness,Poor,NEG,0.9999
440243057,staff,poor,NEG,0.9986
440243057,location,poor,NEG,0.9944
423382034,price,basic,NEU,0.5143
423382034,price,basic,NEU,0.9987
423382034,position,great,POS,0.9851
416051387,rooms,smell,NEG,0.9925
415518511,staff,helpful,POS,0.972
415518511,breakfast,helpful,POS,0.9005
415518511,breakfast,reasonable,POS,0.444
412963629,linen,clean,POS,0.6096
412963629,bed,comfy,POS,0.9602
412963629,atmosphere,dull,NEG,0.9138
412963629,swim up bar,dull,NEG,0.9475
412963629,swim up bar,not operational,NEG,0.8531
412608777,staff,friendly,POS,0.9986
412608777,staff,helpful,POS,0.9968
412510548,pool,nice,POS,0.9955
412510548,staff,nice,POS,0.9964
412510548,rooms,meeting the expectations,POS,0.7274
410826776,staff,amazing,POS,0.999
410826776,spas,great,POS,0.5408
409917693,bathroom,mouldy,NEG,0.8981
409917693,room,no internet,NEG,0.6467
405943768,rooms,Spacious,POS,0.997
405943768,rooms,friendly,POS,0.971
405943768,staff,nice,POS,0.941
405943768,pool,nice,POS,0.9997
400645716,place,sucked,NEG,0.7235
400645716,room,terrible,NEG,0.8118
400645716,staff,non existant,POS,0.3577
400645716,pool bar,not staffed,NEG,0.5123
400645716,staff,friendly,POS,0.9702
382843184,people,friendly,POS,0.8998
382843184,room,helpful,POS,0.9055
382843184,room,large,POS,0.9712
382843184,room,clean,POS,0.9724
382843184,bathroom,clean,POS,0.576
375447047,price,reasonable,POS,0.9985
375447047,hotel,old style,NEG,0.2951
375447047,hygiene,unsatisfied,POS,0.402
375447047,Room ' s amenities,poor,NEG,0.725
375447047,room,big,POS,0.5585
375447047,price,good,POS,0.7234
375447047,staffs,unhelpful,NEG,0.7582
373582848,rooms,large,POS,0.9909
373582848,air,cold,NEG,0.4587
373582848,Staff,friendly,POS,0.9466
373582848,Staff,quiet,POS,0.4794
372218158,rooms,dirty,NEG,1.0
372218158,rooms,dirt,NEG,0.9999
372218158,toilet,dirt,NEG,0.5453
371652288,rooms,large,POS,0.9037
371652288,tiles,broken,NEG,0.5638
365890115,pool,sunny,POS,0.4798
365890115,pool,need to clean,NEG,0.7007
365890115,pool,dirty,NEG,0.493
365890115,Rooms,dirty,NEG,0.7831
365890115,Rooms,lovely,POS,0.9492
365890115,Rooms,clean,POS,0.9486
364504579,room,large,POS,0.9709
364504579,pool,beautiful,POS,0.9986
361731324,staff,rude,POS,0.7413
336333562,Breakfast,clean,POS,0.4446
336333562,staff,great,POS,0.9603
336333562,location,great,POS,0.7042
336333562,Breakfast,average,NEU,0.9117
336333562,Pool,great,POS,0.6144
336333562,gardens,great,POS,0.628
336333562,gardens,nice,POS,0.9704
336333562,staff,great,POS,0.5173
334514834,hotel,Good,POS,0.9964
334514834,buffet,nice,POS,0.6001
334514834,breakfast,nice,POS,0.5227
334514834,bed,good,POS,0.8893
334514834,clean,Reasonable,POS,0.6048
304902620,hotel,clean,POS,0.9998
304902620,park,nice,POS,0.9997
304902620,pool,great,POS,0.9758
304902620,pool,near,POS,0.6205
304902620,airport,near,POS,0.6177
297686579,Pool,not so good,NEG,0.8928
297686579,Food,below standard,NEG,0.5165
297686579,Staff,slow,NEG,0.6372
297686579,room,clean,POS,0.7925
295880012,staff,friendly,POS,0.9987
295880012,atmosphere,relaxing,POS,0.5332
293166032,hotel,exceed all expectations,POS,0.9886
293166032,staffs,friendly,POS,0.9546
293166032,staffs,spacious,POS,0.7214
293166032,bathroom,clean,POS,0.8946
293166032,Lippo Mall,near,POS,0.5784
274932870,hotel,disappointment,NEG,0.6701
274932870,hotel,No phone service,NEG,0.6831
274932870,Wifi,no,NEG,0.9948
274932870,service,ok,NEU,0.9945
274932870,Breakfast,average,NEU,0.9651
274932870,pool,ok,NEU,0.7825
274923658,location,Perfect,POS,0.9997
274923658,price,Good,POS,0.9999
274923658,facilities,Good,POS,0.9998
269825412,bed,comfortable,POS,0.9045
269825412,Pool,too deep,NEG,0.7741
269825412,Breakfast,over chlorinated,NEG,0.9179
269825412,meals,over chlorinated,NEG,0.6977
269825412,cocktails,over chlorinated,NEG,0.5271
269825412,meals,reasonably,POS,0.3423
269825412,cocktails,reasonably,POS,0.6372
269825412,priced,reasonably,POS,0.4033
269825412,shopping centre,large,POS,0.8359
266732643,wifi,free,POS,0.9453
258190268,hotel,cheap,POS,0.9988
258190268,hotel,nice,POS,0.9987
258190268,hotel,tidy,POS,0.9955
258190268,location,good,POS,0.6407
258190268,hair dryer,no,NEG,0.5869
258190268,building,no tooth brush,NEG,0.652
258190268,building,not bad,POS,0.4138
257576654,stay,loved,POS,0.9763
257576654,Wifi,reasonable,POS,0.9893
257576654,kitchen,awesome,POS,0.8819
241168338,hotel,cheap,POS,0.9993
239873433,hotel,quite ok,NEU,0.9997
239873433,room,clean,POS,0.7849
239873433,room,spacious,POS,0.8603
239873433,doors,could also be improved,NEG,0.853
239873433,water pressure,could also be improved,NEG,0.9174
239453375,pool,nice,POS,0.9024
239453375,pool,nice,POS,0.5074
239453375,place,quiet,POS,0.6136
239453375,people,mixed,POS,0.5031
239453375,breakfast,good,POS,0.928
239453375,people,easy,POS,0.7261
239453375,Kuta center,easy,POS,0.6922
238581625,breakfast,simple,NEU,0.9846
238581625,bed,good,POS,0.485
238581625,breakfast,good,POS,0.9466
237035056,hotel,typical,POS,0.4458
237035056,gardens,typical,POS,0.3907
237035056,pool,typical,POS,0.3965
237035056,rooms,large,POS,0.8841
237035056,pool,large,POS,0.5765
237035056,breakfast,reasonable furnishings,POS,0.3845
237035056,breakfast,comfortable,POS,0.5901
237035056,gardens,comfortable,POS,0.5801
237035056,pool,comfortable,POS,0.6889
237035056,Restaurants,reasonable walking distance,POS,0.5571
237035056,Restaurants,walking distance,POS,0.6278
237035056,rooms,charming local term,POS,0.5765
237035056,beach,charming local term,POS,0.7039
237035056,beach,short stroll,POS,0.6519
237035056,hotel,pleasant,POS,0.6952
237035056,gardens,pleasant,POS,0.9759
237035056,pool,pleasant,POS,0.9798
235337008,bathroom,dirty,NEG,0.662
235337008,staff,lovely,POS,0.8856
230512202,Money,well spent,POS,0.8154
230512202,rooms,cleaned,POS,0.9988
230512202,bed,not very clean,NEG,0.7556
230512202,bed,wasn ' t very soft,NEG,0.7759
230495019,staff,excellent,POS,0.9973
230495019,location,great,POS,0.9155
230495019,hotel,friendly,POS,0.8507
230495019,staff,friendly,POS,0.8962
230495019,price,cheap,POS,0.5948
229131301,hotel,simple,POS,0.9738
229131301,staff,friendly,POS,0.9909
229131301,staff,clean,POS,0.7786
229131301,rooms,tidy,POS,0.6484
228548847,value,Great,POS,0.9999
228548847,pool area,Nice,POS,0.9999
200182150,rooms,clean,POS,0.8362
200182150,pool,clean,POS,0.8682
200182150,pool,under construction,NEG,1.0
200182150,rooms,under construction,NEG,0.6497
200182150,pool,no safes,NEG,0.7978
200182150,rooms,no safes,NEG,0.5479
196928042,hotel,terrible,NEG,0.7596
196928042,bathroom,terrible,NEG,0.5156
196928042,sink,clogged,NEG,0.5546
196928042,room,no room available,NEG,0.5488
191697636,hotel,old,NEG,0.4789
191697636,hotel,old style,NEG,0.5259
191697636,breakfast,shocking,POS,0.4752
191697636,hotel,not central,NEG,0.4437
190934414,room,fine,NEU,0.3827
190934414,room,lacked natural light,NEG,0.523
190934414,staff,lacked natural light,NEG,0.5314
190934414,staff,friendly,POS,0.997
190934414,staff,welcoming,POS,0.971
190934414,rest of the room,okay,NEG,0.2876
190934414,terrace,dated,NEG,0.8114
190934414,terrace,nice,POS,0.6894
190934414,pool,refreshing,POS,0.9986
180038621,staff,friendly,POS,0.9947
180038621,staff,poor English,NEG,0.9388
180038621,lobby,great first impression,POS,0.5179
180038621,hotel exterior,dated,NEG,0.4747
180038621,pool,clean,POS,0.6503
180038621,sheets,small tears,NEG,0.6858
180038621,staff,cleaner,POS,0.6112
180038621,staff,fresher linen,POS,0.3413
176442126,Rooms,basic,NEU,0.7369
176442126,Rooms,clean,POS,0.9967
176442126,Linens,clean,POS,0.9745
176442126,fridge,clean,POS,0.9998
176442126,Staff,clean,POS,0.9764
176442126,Linens,friendly,POS,0.6434
176442126,fridge,friendly,POS,0.9628
176442126,Staff,friendly,POS,0.9998
176442126,fridge,helpful,POS,0.9624
176442126,Staff,helpful,POS,0.9747
176442126,breakfast,helpful,POS,0.6405
176442126,breakfast,Continental,POS,0.8421
176442126,breakfast,adequate,POS,0.7872
176442126,pool tiles,broken,NEG,0.99
164990291,see,happy,POS,0.5106
164990291,service,gret,POS,0.9618
149541511,shopping,enjoy,POS,0.8394
149541511,location,enjoy,POS,0.5645
138376431,hotel,Look,POS,0.4013
138376431,hotel,cheap,POS,0.9855
138376431,phone,didn ' t work,NEG,0.8427
138376431,shower,awful,NEG,0.8879
138376431,Pool,nice,POS,0.5704
138376431,gardens,nice,POS,0.7509
138376431,beds,comfortable,POS,0.5864
138376431,room,comfortable,POS,0.8779
138376431,room,nice,POS,0.8905
138376431,bathroom,nice,POS,0.8628
138376431,staff,able,POS,0.5577
138376431,staff,friendly,POS,0.7049
129278205,hotel,old,NEG,1.0
129278205,hotel,dirty,NEG,1.0
127394269,room,old,NEG,0.9949
127394269,bathroom,older,NEG,0.8737
127394269,room,older,NEG,0.8474
127394269,location,not good,NEG,0.6228
127394269,room,expensive,NEG,0.5393
117058975,Towels,grey,NEG,0.9993
117058975,sheets,grey,NEG,0.9992
117058975,room account,No,NEG,0.7715
117058975,rooms airconditioner,leaked,NEG,0.895
